NPI,Prescriber,Specialty,City,Total Claims,Total Cost,Cost Per Claim,Specialty p95,Outlier Status,Outlier Cost,Priority Group,Priority Rank,Prescribers In Specialty
1295955573,Jackson,Dentist,Boulder,20,77.66,3.88,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295959112,Park,Dentist,Westminster,20,111.09,5.55,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295966505,Hale,Oral Surgery (Dentist only),Denver,198,763.93,3.86,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1295973766,Patel,Hospitalist,Greenwood Village,219,710.4,3.24,330.61,Within specialty norm,0.0,Other qualifying specialty,31,258
1295975076,Hansen,Physician Assistant,Denver,1004,79206.01,78.89,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295977528,Kreso,Internal Medicine,Aurora,5114,187170.43,36.6,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1295978740,Rodriguez,Family Practice,Erie,1977,79251.64,40.09,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295985810,Phipps,Physician Assistant,Colorado Springs,1028,55992.2,54.47,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1295986883,Erdmann,Nurse Practitioner,Westminster,68,1909.1,28.08,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1295990638,Grewal,Dentist,Lamar,71,201.41,2.84,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1295995439,Gamble,Family Practice,Pueblo,4224,295755.49,70.02,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1295997351,Fox,Ophthalmology,Grand Junction,2485,242019.97,97.39,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1295997740,Hager,Neurology,Fort Collins,2748,634097.81,230.75,2842.74,Within specialty norm,0.0,Other qualifying specialty,12,212
1306000914,Singer,Psychiatry & Neurology,Denver,14,255.53,18.25,598.69,Within specialty norm,0.0,Other qualifying specialty,32,175
1306006143,Adams,Family Practice,Walsenburg,340,5380.83,15.83,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306007521,Vialpando,Family Practice,Pueblo,5751,419034.39,72.86,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306007604,Weatherby,Psychiatry,Broomfield,225,9738.89,43.28,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1306010863,Boone,Internal Medicine,Greenwood Village,3566,1468655.21,411.85,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306010970,Virostko,Family Practice,Fort Collins,2992,1081123.46,361.34,152.67,Above own specialty 95th pct,1081123.46,Top 8 priority segment,4,2288
1306012240,Popescu,Internal Medicine,Greenwood Village,517,14811.82,28.65,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306016845,Doner,Orthopedic Surgery,Colorado Springs,65,1704.52,26.22,20.52,Above own specialty 95th pct,1704.52,Other qualifying specialty,40,367
1306018213,Mentz,Dermatology,Colorado Springs,529,16280.49,30.78,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1306029590,Loyd,Dermatology,Avon,360,8924.62,24.79,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1306037726,Wilkins,Family Practice,Greeley,8498,726792.03,85.53,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306038492,Wall,Physician Assistant,Craig,221,45323.17,205.08,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306046792,Moore,Nurse Practitioner,Littleton,208,1473.51,7.08,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306062088,Choi,Dentist,Westminster,17,86.8,5.11,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306063748,Lybrook,Dentist,Fruita,22,76.23,3.47,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306063995,O'leary,Dentist,Lone Tree,75,298.41,3.98,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306064076,Hoehn,Vascular Surgery,Denver,41,437.6,10.67,434.43,Within specialty norm,0.0,Other qualifying specialty,44,46
1306066063,Neese,Infectious Disease,Grand Junction,218,19705.83,90.39,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1306069869,Paswaters,Dentist,Lakewood,105,735.89,7.01,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306072202,Yang,Internal Medicine,Lone Tree,4360,334648.91,76.75,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306074661,Damian,Dentist,Lakewood,108,990.38,9.17,7.93,Above own specialty 95th pct,990.38,Other qualifying specialty,42,1986
1306075346,Sousa,Nurse Practitioner,Denver,819,86447.67,105.55,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306076054,Ridgley,Internal Medicine,Lone Tree,2900,266439.25,91.88,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306077508,Watz,Dentist,Fort Collins,29,93.01,3.21,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306078019,Gagner,Dentist,Denver,11,60.99,5.54,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306081237,Banga,General Surgery,Pueblo,40,779.62,19.49,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1306088422,Jackson,Gastroenterology,Aurora,167,65425.85,391.77,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1306089214,Fisher,Nurse Practitioner,Loveland,3288,406301.13,123.57,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306089990,Dean,Dentist,Grand Junction,21,67.96,3.24,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306091061,Tapley,Nurse Practitioner,Naturita,1808,195275.0,108.01,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306101209,Burry,Dentist,Fort Collins,25,96.88,3.88,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306104666,Palmiscno,Family Practice,Loveland,4703,287691.12,61.17,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306105200,Christ,General Surgery,Alamosa,73,350.12,4.8,75.42,Within specialty norm,0.0,Other qualifying specialty,30,284
1306107560,Cheng,Internal Medicine,Greenwood Village,119,692.37,5.82,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306113550,Remington,Physician Assistant,Aurora,1003,67089.48,66.89,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306115290,Fox,Physician Assistant,Colorado Springs,13,111.62,8.59,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306129697,Baldwin,Physician Assistant,Aurora,2096,146772.56,70.03,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306136288,Changstrom,Internal Medicine,Boulder,93,15050.4,161.83,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306155957,Birchem,Physician Assistant,Lakewood,30,10532.48,351.08,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306158316,Rehn,Dentist,Frisco,32,61.41,1.92,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306164611,Merrifield,Nurse Practitioner,Aurora,14,471.51,33.68,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306164827,Dell,Nurse Practitioner,Glenwood Springs,145,1568.66,10.82,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306167192,Clune,Family Practice,Lone Tree,56,623.69,11.14,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306176235,Rice,Interventional Cardiology,Durango,1998,362913.85,181.64,373.89,Within specialty norm,0.0,Other qualifying specialty,14,76
1306189881,Lehn,Family Practice,Denver,517,29353.67,56.78,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306220330,Esplin,Nurse Practitioner,Denver,2704,1070047.16,395.73,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306221049,Wright,Optometry,Aurora,150,27021.37,180.14,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1306225271,Anderson,Family Practice,Grand Junction,3279,231270.71,70.53,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306225396,Gochanour,Gastroenterology,Glenwood Springs,475,11474.24,24.16,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1306226550,Springer,Geriatric Medicine,Lakewood,7061,522643.82,74.02,273.63,Within specialty norm,0.0,Other qualifying specialty,29,41
1306229893,Reece,Oral Surgery (Dentist only),Grand Junction,1023,3165.0,3.09,8.13,Within specialty norm,0.0,Other qualifying specialty,45,125
1306231014,Millado,Medical Oncology,Colorado Springs,246,909220.03,3696.02,5622.5,Within specialty norm,0.0,Other qualifying specialty,10,76
1306233382,Friedman,Physician Assistant,Broomfield,45,96540.72,2145.35,537.98,Above own specialty 95th pct,96540.72,Top 8 priority segment,2,3010
1306233705,Levine,Internal Medicine,Boulder,62,6876.52,110.91,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306233713,Hedberg,Internal Medicine,Lakewood,8236,714892.59,86.8,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306234406,Garayar,Pharmacist,Littleton,43,10196.94,237.14,300.18,Within specialty norm,0.0,Other qualifying specialty,33,112
1306241278,Jones,Nurse Practitioner,Denver,1461,162047.01,110.92,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306242516,Weycer,Nurse Practitioner,Aurora,688,29298.08,42.58,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306253646,Sloan,Optometry,Monument,81,401.44,4.96,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1306257621,Gnirke,Physical Medicine and Rehabilitation,Frisco,321,4148.0,12.92,172.51,Within specialty norm,0.0,Other qualifying specialty,25,176
1306263181,Koury,Nurse Practitioner,Pueblo,138,1439.03,10.43,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306266739,Deleon,Nurse Practitioner,Denver,74,272031.5,3676.1,549.4,Above own specialty 95th pct,272031.5,Top 8 priority segment,1,3509
1306270004,Lee,Infectious Disease,Grand Junction,198,10247.45,51.75,3093.78,Within specialty norm,0.0,Other qualifying specialty,19,98
1306271747,Espinoza,Physician Assistant,Aurora,26,28543.09,1097.81,537.98,Above own specialty 95th pct,28543.09,Top 8 priority segment,2,3010
1306280573,Tandberg,Radiation Oncology,Colorado Springs,82,1145.97,13.98,901.74,Within specialty norm,0.0,Other qualifying specialty,26,63
1306286448,Shahin,Nurse Practitioner,Denver,23,1762.31,76.62,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306289103,Thomas,Otolaryngology,Aurora,36,807.46,22.43,54.82,Within specialty norm,0.0,Other qualifying specialty,35,176
1306290986,Harding-Theobald,Gastroenterology,Aurora,24,531.63,22.15,1942.43,Within specialty norm,0.0,Other qualifying specialty,13,235
1306305065,Gilley,Nurse Practitioner,Glenwood Springs,1540,276732.64,179.7,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306307004,Kleeman,Dentist,Lakewood,18,81.11,4.51,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306309364,Preston,Dermatology,Fort Collins,170,5186.14,30.51,777.79,Within specialty norm,0.0,Other qualifying specialty,15,278
1306315833,Paddock,Physician Assistant,Colorado Springs,16,113.27,7.08,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306316856,Grant,Nurse Practitioner,Arvada,3013,163579.32,54.29,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306320353,Oropeza,Physician Assistant,Colorado Springs,717,39603.72,55.24,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306322201,Seybold,Podiatry,Centennial,57,364.61,6.4,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1306324363,Suyumova,Nurse Practitioner,Denver,153,21977.82,143.65,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306324751,Buckner,Nurse Practitioner,Colorado Springs,239,44342.9,185.54,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306328877,Hugus,Physician Assistant,Boulder,85,608.27,7.16,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306332101,Brooks,Optometry,Fort Collins,45,207.48,4.61,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1306339197,Clayson,Physician Assistant,Fort Collins,518,33924.82,65.49,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306341383,Vaishnav,Ophthalmology,Denver,140,1324.22,9.46,297.81,Within specialty norm,0.0,Other qualifying specialty,16,315
1306347588,Minetree,Physician Assistant,Highlands Ranch,165,1331.8,8.07,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306350988,Losin,Dentist,Denver,619,3763.71,6.08,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306355409,Polk,Nurse Practitioner,Greeley,2120,405210.81,191.14,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306365804,Pang,Nurse Practitioner,Denver,3273,332295.93,101.53,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306369624,Gutierrez,Dentist,Denver,12,60.39,5.03,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306371950,Allore,Podiatry,Denver,171,1584.56,9.27,55.71,Within specialty norm,0.0,Other qualifying specialty,38,171
1306374236,Liewen,Family Practice,Fort Collins,258,23000.75,89.15,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306378138,Recca,Psychiatry,Denver,25,138.22,5.53,314.64,Within specialty norm,0.0,Other qualifying specialty,20,278
1306378419,Apostolakos,Orthopedic Surgery,Vail,57,163.79,2.87,20.52,Within specialty norm,0.0,Other qualifying specialty,40,367
1306380266,Rogers,Physician Assistant,Fort Collins,74,396.76,5.36,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306389846,Dunkle,Nurse Practitioner,Greenwood Village,2674,285907.72,106.92,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306389853,Schnaufer,Physician Assistant,Pueblo,693,103485.46,149.33,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306397849,Baker,Radiation Oncology,Durango,138,94656.83,685.92,901.74,Within specialty norm,0.0,Other qualifying specialty,26,63
1306401310,Roemer,Family Practice,Pueblo,57,532.51,9.34,152.67,Within specialty norm,0.0,Top 8 priority segment,4,2288
1306406830,Hameed,Dentist,Loveland,242,1097.42,4.53,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306407168,Hedstrom,Nurse Practitioner,Collbran,695,37354.81,53.75,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306409453,Huff,Pharmacist,Castle Rock,55,10269.11,186.71,300.18,Within specialty norm,0.0,Other qualifying specialty,33,112
1306427968,Mintz Qi,Optometry,Lafayette,276,13222.86,47.91,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1306431564,Hoekstra,Nurse Practitioner,Canon City,2487,160766.8,64.64,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306432265,Kot,Nurse Practitioner,Wheat Ridge,172,2109.2,12.26,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306434824,Parker,Nurse Practitioner,Lakewood,1761,261706.97,148.61,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306434857,Vowell,Nurse Practitioner,Aurora,54,742.41,13.75,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306436142,Connor,Nurse Practitioner,Fort Collins,151,5522.83,36.58,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306448477,Hoopingarner,Nurse Practitioner,Thornton,145,4871.43,33.6,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306455134,Santos Alvarez,Internal Medicine,Colorado Springs,230,19877.54,86.42,536.64,Within specialty norm,0.0,Top 8 priority segment,3,1292
1306463955,Gruba,Dentist,Fort Collins,11,21.61,1.96,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306464391,Tucker,Physician Assistant,Aurora,136,2083.63,15.32,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306467535,Martinez,Dentist,Pueblo,11,23.2,2.11,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306481734,Gundersen,Physician Assistant,Colorado Springs,18,14711.73,817.32,537.98,Above own specialty 95th pct,14711.73,Top 8 priority segment,2,3010
1306487160,Klein,Dentist,Denver,26,245.36,9.44,7.93,Above own specialty 95th pct,245.36,Other qualifying specialty,42,1986
1306498860,Prudic,Nurse Practitioner,Bayfield,924,327273.13,354.19,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306499652,Barajas,Nurse Practitioner,Colorado Springs,1109,138829.81,125.18,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306501820,Pinter,Physician Assistant,Fort Collins,1492,74233.56,49.75,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306505821,Metz,Nurse Practitioner,Denver,26,658.71,25.34,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306519640,Shumaker,Nurse Practitioner,Boulder,328,22028.75,67.16,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306520358,Vandenoever,Nurse Practitioner,Denver,41,576.98,14.07,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306524483,Wirth,Physician Assistant,Brighton,111,796.01,7.17,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306527999,Vavra,Nurse Practitioner,Denver,188,2004.18,10.66,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306532791,Decker,Nurse Practitioner,Pueblo,1057,82855.26,78.39,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306539903,Piacentino,Optometry,Centennial,57,17714.55,310.78,540.42,Within specialty norm,0.0,Other qualifying specialty,17,523
1306544523,Sosa,Physician Assistant,Evans,357,49402.69,138.38,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306551387,Ciobanu,Dentist,Aurora,93,963.35,10.36,7.93,Above own specialty 95th pct,963.35,Other qualifying specialty,42,1986
1306564604,Sutjak,Physician Assistant,Aurora,17,2164.05,127.3,537.98,Within specialty norm,0.0,Top 8 priority segment,2,3010
1306575097,Lockwitz,Nurse Practitioner,Golden,1578,130142.89,82.47,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
1306575105,Russell,Dentist,Grand Junction,16,57.91,3.62,7.93,Within specialty norm,0.0,Other qualifying specialty,42,1986
1306575170,Thompson,Nurse Practitioner,Grand Junction,3653,233983.71,64.05,549.4,Within specialty norm,0.0,Top 8 priority segment,1,3509
